arm|regime|mix|in_flight|rep|main_api_skipped|doomed_calls|answers_lost|openings|peak_consecutive_failures|states|wall_ms
type|LABS_SLOW|SIMILAR_ONLY|4|16|0|8|0|1|8|{listenbrainz@SIMILAR_ARTISTS=OPEN}|207
type|LABS_SLOW|SIMILAR_ONLY|4|17|0|8|0|1|8|{listenbrainz@SIMILAR_ARTISTS=OPEN}|206
type|LABS_SLOW|SIMILAR_ONLY|4|18|0|8|0|1|8|{listenbrainz@SIMILAR_ARTISTS=OPEN}|205
type|LABS_SLOW|SIMILAR_ONLY|4|19|0|8|0|1|8|{listenbrainz@SIMILAR_ARTISTS=OPEN}|206
type|LABS_SLOW|SIMILAR_ONLY|20|0|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|1|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|510
type|LABS_SLOW|SIMILAR_ONLY|20|2|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|510
type|LABS_SLOW|SIMILAR_ONLY|20|3|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|4|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|508
type|LABS_SLOW|SIMILAR_ONLY|20|5|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|6|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|511
type|LABS_SLOW|SIMILAR_ONLY|20|7|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|8|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|511
type|LABS_SLOW|SIMILAR_ONLY|20|9|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|10|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|11|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|12|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|510
type|LABS_SLOW|SIMILAR_ONLY|20|13|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|510
type|LABS_SLOW|SIMILAR_ONLY|20|14|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|511
type|LABS_SLOW|SIMILAR_ONLY|20|15|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|16|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|509
type|LABS_SLOW|SIMILAR_ONLY|20|17|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|511
type|LABS_SLOW|SIMILAR_ONLY|20|18|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|510
type|LABS_SLOW|SIMILAR_ONLY|20|19|0|20|0|1|20|{listenbrainz@SIMILAR_ARTISTS=OPEN}|510
